,id_1,id_2,score,edge_type
138,219,305,0.3895114129162702,ingr-ingr
139,437,490,0.144051453065245,ingr-ingr
140,294,301,0.1741627777315254,ingr-ingr
141,251,47,0.22223156354038132,ingr-ingr
142,333,265,0.13739570905375614,ingr-ingr
143,190,146,0.18014516339353456,ingr-ingr
144,318,423,0.3093522171278161,ingr-ingr
145,156,262,0.07278245860157209,ingr-ingr
146,412,184,0.07276639554728846,ingr-ingr
147,603,87,0.22335012380165872,ingr-ingr
148,161,504,0.11097080172744984,ingr-ingr
149,508,604,0.17760597464478056,ingr-ingr
150,308,121,0.25083794275791577,ingr-ingr
151,137,164,0.09562920938388228,ingr-ingr
152,365,120,0.09822822300082068,ingr-ingr
153,515,369,0.0861558202474113,ingr-ingr
154,356,600,0.16738709003370578,ingr-ingr
155,85,265,0.043557536241727916,ingr-ingr
156,276,10,0.13206870768446635,ingr-ingr
157,537,141,0.08870858706721325,ingr-ingr
158,603,196,0.19345223986105026,ingr-ingr
159,363,603,0.2875196156879636,ingr-ingr
160,271,228,0.1226600274846224,ingr-ingr
161,614,359,0.27241758995361715,ingr-ingr
162,38,177,0.1620936400571315,ingr-ingr
163,165,371,0.2781988007746121,ingr-ingr
164,403,276,0.09402968527709887,ingr-ingr
165,316,563,0.3653473091519237,ingr-ingr
166,482,316,0.3493634641146872,ingr-ingr
167,393,302,0.21538772020673466,ingr-ingr
168,10,497,0.1627065744074761,ingr-ingr
169,195,598,0.16326139458629796,ingr-ingr
170,288,84,0.18028528256161067,ingr-ingr
171,17,362,0.11196127295866028,ingr-ingr
172,562,130,0.2286500102039389,ingr-ingr
173,165,306,0.17718067184387148,ingr-ingr
174,168,435,0.11507808422584274,ingr-ingr
175,574,86,0.17088806444018512,ingr-ingr
176,332,293,0.20805407744295915,ingr-ingr
177,301,174,0.2819297417837828,ingr-ingr
178,320,293,0.33748364181706497,ingr-ingr
179,393,447,0.2748229500509637,ingr-ingr
180,268,573,0.02015056408458609,ingr-ingr
181,575,440,0.2882146740354413,ingr-ingr
182,288,195,0.0958202526081063,ingr-ingr
183,291,453,0.156461858102384,ingr-ingr
184,488,587,0.08273457997402578,ingr-ingr
185,184,276,0.1892489384937208,ingr-ingr
186,350,129,0.19854775778774528,ingr-ingr
187,451,321,0.18764067801673584,ingr-ingr
188,407,202,0.16808346963229348,ingr-ingr
189,374,27,0.10315488526503204,ingr-ingr
190,250,29,0.15450943563581318,ingr-ingr
191,445,195,0.08785417797519852,ingr-ingr
192,86,399,0.028432966053472706,ingr-ingr
193,296,451,0.22219225155856465,ingr-ingr
194,142,141,0.22740119347812535,ingr-ingr
195,454,227,0.1234183529454095,ingr-ingr
196,112,22,0.16481354571665666,ingr-ingr
197,38,482,0.13407028550095562,ingr-ingr
198,297,164,0.1305395384548657,ingr-ingr
199,460,592,0.10844475964080784,ingr-ingr
200,335,356,0.13932314325499034,ingr-ingr
201,136,358,0.22502956547377864,ingr-ingr
202,254,150,0.2180233582049537,ingr-ingr
203,599,294,0.10293315201694103,ingr-ingr
204,431,177,0.2517546060838505,ingr-ingr
205,126,571,0.14332946317615644,ingr-ingr
206,214,464,0.17921335114501036,ingr-ingr
207,32,40,0.25706987030422235,ingr-ingr
208,441,600,0.2001907764395653,ingr-ingr
209,204,589,0.17182170138352873,ingr-ingr
210,297,309,0.14733152752469314,ingr-ingr
211,338,475,0.20019720879026728,ingr-ingr
212,28,419,0.15798320933972826,ingr-ingr
213,204,368,0.15873630960206914,ingr-ingr
214,144,160,0.2749080717381932,ingr-ingr
215,198,119,0.1622196862410359,ingr-ingr
216,400,58,0.15215443647131702,ingr-ingr
217,221,398,0.18387109192683784,ingr-ingr
218,3,558,0.0072020112414558765,ingr-ingr
219,278,191,0.18490122430165634,ingr-ingr
220,26,140,0.20285476791569007,ingr-ingr
221,316,479,0.225327954517508,ingr-ingr
222,211,136,0.12777590061511065,ingr-ingr
223,28,466,0.15658212122513673,ingr-ingr
224,122,309,0.20463171274665315,ingr-ingr
225,441,556,0.21725070650445985,ingr-ingr
226,72,578,0.1270451121882385,ingr-ingr
227,54,598,0.120708239773019,ingr-ingr
228,51,190,0.24071964151840514,ingr-ingr
229,32,77,0.15802616936679986,ingr-ingr
230,610,478,0.11935214910956753,ingr-ingr
231,206,397,0.15829200158414672,ingr-ingr
232,338,253,0.19244138676431935,ingr-ingr
233,121,251,0.2308602163173898,ingr-ingr
234,582,24,0.03600085402137068,ingr-ingr
235,178,338,0.16658337758620176,ingr-ingr
236,306,287,0.09562387997544156,ingr-ingr
237,166,103,0.1565797925961301,ingr-ingr
238,456,368,0.02544844873808558,ingr-ingr
239,590,567,0.10387599320299992,ingr-ingr
240,112,466,0.26909940490223844,ingr-ingr
241,442,303,0.2785743031469413,ingr-ingr
242,405,288,0.06292703080700353,ingr-ingr
243,154,155,0.1442430219705859,ingr-ingr
244,173,205,0.30658200019051873,ingr-ingr
245,67,598,0.1253849525106382,ingr-ingr
246,528,484,0.2324416543944857,ingr-ingr
247,250,576,0.13500356871380134,ingr-ingr
248,16,136,0.14930629154102162,ingr-ingr
249,550,597,0.12661488091900844,ingr-ingr
250,419,213,0.27214496046749315,ingr-ingr
251,535,227,0.11726876640332907,ingr-ingr
252,443,203,0.08268472760507152,ingr-ingr
253,234,226,0.16875613049909366,ingr-ingr
254,21,37,0.10832306580079464,ingr-ingr
255,198,307,0.17988113576591308,ingr-ingr
256,390,148,0.11613068533468017,ingr-ingr
257,283,153,0.08753688303371529,ingr-ingr
258,77,386,0.1490299208468099,ingr-ingr
259,60,411,0.08997719246984727,ingr-ingr
260,443,312,0.10891415060237368,ingr-ingr
261,581,447,0.0945149688025309,ingr-ingr
262,120,155,0.22109508417321908,ingr-ingr
263,585,503,0.19442402197362987,ingr-ingr
264,508,258,0.1365897104308835,ingr-ingr
265,237,343,0.26800650268725035,ingr-ingr
266,400,533,0.24035429295666735,ingr-ingr
267,257,444,0.16312304611358347,ingr-ingr
268,99,103,0.10248111754986364,ingr-ingr
269,519,444,0.06162700245147409,ingr-ingr
270,498,296,0.18720230197485244,ingr-ingr
271,262,175,0.2953676967052421,ingr-ingr
272,263,130,0.2578642711381021,ingr-ingr
273,11,109,0.2241391454499258,ingr-ingr
274,435,257,0.15409371983634845,ingr-ingr
275,582,484,0.030107710274720555,ingr-ingr
276,486,457,0.13218334969306966,ingr-ingr
277,604,36,0.18203459237877365,ingr-ingr
278,508,369,0.1520617073158366,ingr-ingr
279,354,173,0.09348357914376222,ingr-ingr
280,503,350,0.2602932631418449,ingr-ingr
281,348,490,0.14714695358713567,ingr-ingr
282,115,157,0.1536809409996915,ingr-ingr
283,388,593,0.0841624817889336,ingr-ingr
284,483,597,0.09602456144804193,ingr-ingr
285,335,540,0.19578681462527106,ingr-ingr
286,428,338,0.15663907001406144,ingr-ingr
287,584,8,0.15595463296696513,ingr-ingr
288,413,162,0.2082882899708608,ingr-ingr
289,507,331,0.21035057428508894,ingr-ingr
290,270,597,0.15199952548537335,ingr-ingr
291,347,162,0.2270637914336683,ingr-ingr
292,20,4,0.3885196982682723,ingr-ingr
293,257,350,0.23808083189995824,ingr-ingr
294,498,10,0.07568194042391126,ingr-ingr
295,6,51,0.0697041425981544,ingr-ingr
296,486,307,0.15382112734807618,ingr-ingr
297,500,588,0.14785369361735026,ingr-ingr
298,263,416,0.1931961828624111,ingr-ingr
299,537,84,0.10819965051195553,ingr-ingr
300,485,272,0.1534816106387651,ingr-ingr
301,358,614,0.3002930175162333,ingr-ingr
302,161,186,0.12513339769967738,ingr-ingr
303,289,109,0.13696760396470709,ingr-ingr
304,441,367,0.12205231636646595,ingr-ingr
305,533,450,0.2917900581996209,ingr-ingr
306,312,314,0.2547854008604534,ingr-ingr
307,275,430,0.2114228394921905,ingr-ingr
308,426,206,0.26023522458712417,ingr-ingr
309,318,496,0.3010768727759211,ingr-ingr
310,191,66,0.14705466387815888,ingr-ingr
311,522,384,0.2665057067631017,ingr-ingr
312,176,409,0.3293836665083011,ingr-ingr
313,603,2,0.3540255923789981,ingr-ingr
314,416,360,0.18608256460495567,ingr-ingr
315,560,301,0.3486938894815567,ingr-ingr
316,209,540,0.2609525512730387,ingr-ingr
317,20,346,0.23655263809310706,ingr-ingr
318,58,447,0.4741659815085455,ingr-ingr
319,61,562,0.11911615055094092,ingr-ingr
320,137,2,0.14608803722755614,ingr-ingr
321,348,304,0.3447906952331739,ingr-ingr
322,323,491,0.2750189389741477,ingr-ingr
323,532,253,0.01577849471087485,ingr-ingr
324,327,275,0.09946630642176944,ingr-ingr
325,365,92,0.2540257341867956,ingr-ingr
326,440,205,0.20378556104835047,ingr-ingr
327,294,216,0.3630418467008188,ingr-ingr
328,422,493,0.11251509967601477,ingr-ingr
329,370,344,0.1532423101831085,ingr-ingr
330,189,494,0.18938620009230414,ingr-ingr
331,337,571,0.1250552212809835,ingr-ingr
332,446,487,0.056777997675047126,ingr-ingr
333,470,533,0.17182807326549973,ingr-ingr
334,412,51,0.0715498991070867,ingr-ingr
335,219,203,0.19133224287594186,ingr-ingr
336,87,499,0.1205489500645408,ingr-ingr
337,420,518,0.15218544487089858,ingr-ingr
338,256,559,0.11670444184141025,ingr-ingr
339,459,104,0.09778652808106476,ingr-ingr
340,42,16,0.12156180638994073,ingr-ingr
341,463,608,0.20763147367350884,ingr-ingr
342,227,267,0.20839935070960056,ingr-ingr
343,87,608,0.12608928577596662,ingr-ingr
344,240,153,0.2610847087192336,ingr-ingr
345,520,315,0.2291628567673308,ingr-ingr
346,556,553,0.2668114338612244,ingr-ingr
347,136,36,0.27899994359822144,ingr-ingr
348,249,413,0.1745240696724683,ingr-ingr
349,458,203,0.2260951282657117,ingr-ingr
350,553,309,0.17259744623786394,ingr-ingr
351,79,8,0.13876961535224905,ingr-ingr
352,131,363,0.2621899011730273,ingr-ingr
353,81,162,0.19444722002879453,ingr-ingr
354,577,175,0.1282765625681946,ingr-ingr
355,475,88,0.1268811140158124,ingr-ingr
356,136,435,0.28048115178092425,ingr-ingr
357,31,301,0.13011113128203802,ingr-ingr
358,142,431,0.18750529915264152,ingr-ingr
359,490,608,0.1876955684192892,ingr-ingr
360,218,531,0.2992716909034069,ingr-ingr
361,457,377,0.17850789945476156,ingr-ingr
362,505,548,0.2066611052220415,ingr-ingr
363,611,88,0.17396959232235154,ingr-ingr
364,419,414,0.15183353017345108,ingr-ingr
365,353,312,0.12333181229739495,ingr-ingr
366,64,181,0.15344680838266614,ingr-ingr
367,320,47,0.2112692062411119,ingr-ingr
368,302,371,0.2015727716783296,ingr-ingr
369,50,504,0.19816401569199674,ingr-ingr
370,352,356,0.17075709233692038,ingr-ingr
371,363,131,0.2621899011730273,ingr-ingr
372,164,368,0.11488093865311985,ingr-ingr
373,420,218,0.1830916592985116,ingr-ingr
374,131,9,0.4031405358584605,ingr-ingr
375,335,330,0.14093277759977232,ingr-ingr
376,61,216,0.11471094981059615,ingr-ingr
377,221,313,0.14229590511711124,ingr-ingr
378,601,451,0.177875104349197,ingr-ingr
379,288,572,0.11676079627037625,ingr-ingr
380,363,16,0.18190281833184815,ingr-ingr
381,390,227,0.13388889536321455,ingr-ingr
382,329,128,0.30088656664351743,ingr-ingr
383,2,230,0.16472420063362198,ingr-ingr
384,3,67,0.1565969800008618,ingr-ingr
385,594,459,0.08573457203623208,ingr-ingr
386,466,283,0.1572988422881041,ingr-ingr
387,359,36,0.3772677565524974,ingr-ingr
388,476,192,0.2081597306222536,ingr-ingr
389,371,426,0.1725083833806482,ingr-ingr
390,558,130,0.19880173408227486,ingr-ingr
391,425,518,0.2609135211976823,ingr-ingr
392,610,245,0.1153737258704704,ingr-ingr
393,373,376,0.4455395836121844,ingr-ingr
394,252,174,0.2633389879039864,ingr-ingr
395,248,393,0.12042224808307317,ingr-ingr
396,286,577,0.03957624877465914,ingr-ingr
397,548,451,0.11552854536022025,ingr-ingr
398,390,196,0.0786118855056515,ingr-ingr
399,310,347,0.14464128984962454,ingr-ingr
400,2,8,0.2558624396078357,ingr-ingr
401,476,119,0.18648536017854794,ingr-ingr
402,187,12,0.24709366033413674,ingr-ingr
403,337,415,0.21115135513659014,ingr-ingr
404,102,153,0.14339312151830194,ingr-ingr
405,578,545,0.2677045310307433,ingr-ingr
406,513,444,0.13080055849288166,ingr-ingr
407,586,218,0.10892741067800916,ingr-ingr
408,366,610,0.19541639023658272,ingr-ingr
409,347,130,0.22413154442406485,ingr-ingr
410,611,613,0.22593429589193426,ingr-ingr
411,480,481,0.10749465847681047,ingr-ingr
412,135,245,0.14200587789232375,ingr-ingr
413,546,572,0.1450981149516028,ingr-ingr
414,585,2,0.6495085230494251,ingr-ingr
415,513,87,0.11279864778579896,ingr-ingr
416,254,183,0.20545251429017974,ingr-ingr
417,520,154,0.12944616197365247,ingr-ingr
418,595,217,0.12207970387938533,ingr-ingr
419,372,294,0.18386917897561875,ingr-ingr
420,104,604,0.1907646683485104,ingr-ingr
421,249,533,0.14041783777081862,ingr-ingr
422,379,578,0.18315054742813466,ingr-ingr
423,548,225,0.17960295332410894,ingr-ingr
424,436,571,0.28861599259857945,ingr-ingr
425,382,347,0.2032137379239862,ingr-ingr
426,534,436,0.09675393590828056,ingr-ingr
427,347,249,0.19612396010161634,ingr-ingr
428,370,259,0.23273047840488395,ingr-ingr
429,6,253,0.07013976625930929,ingr-ingr
430,172,13,0.14635794846171504,ingr-ingr
431,274,571,0.13445092889380195,ingr-ingr
432,30,247,0.2037422417665924,ingr-ingr
433,83,274,0.14534102816352953,ingr-ingr
434,486,501,0.1252369926216626,ingr-ingr
435,548,368,0.14508839688293515,ingr-ingr
436,508,149,0.1768992976051128,ingr-ingr
437,181,361,0.291588966749593,ingr-ingr
438,100,215,0.26586345082305746,ingr-ingr
439,257,265,0.4115980834110544,ingr-ingr
440,422,589,0.2231528985059878,ingr-ingr
441,333,30,0.13290163496808408,ingr-ingr
442,560,174,0.2288303445991352,ingr-ingr
443,372,452,0.25126526759435835,ingr-ingr
444,182,609,0.1975881956929547,ingr-ingr
445,128,16,0.2402376564122881,ingr-ingr
446,342,276,0.09802020222316167,ingr-ingr
447,414,225,0.13012457171043906,ingr-ingr
448,343,197,0.21097490573610994,ingr-ingr
449,593,170,0.13606375826495104,ingr-ingr
450,521,597,0.13301431417664314,ingr-ingr
451,134,224,0.16766519302135366,ingr-ingr
452,419,205,0.17619595815593075,ingr-ingr
453,366,104,0.20177034314876752,ingr-ingr
454,124,468,0.1877145555615287,ingr-ingr
455,452,451,0.1983232996080998,ingr-ingr
456,609,576,0.19818237586503515,ingr-ingr
457,518,122,0.2824258959811347,ingr-ingr
458,223,384,0.15135925204049802,ingr-ingr
459,171,109,0.1764310321170126,ingr-ingr
460,464,497,0.16883869223297615,ingr-ingr
461,82,576,0.17390662224573986,ingr-ingr
462,356,39,0.1699558575984007,ingr-ingr
463,581,554,0.14610571737914202,ingr-ingr
464,105,481,0.07686645619490078,ingr-ingr
465,146,293,0.198352784162416,ingr-ingr
466,533,343,0.20497463212737246,ingr-ingr
467,169,604,0.1624433315891283,ingr-ingr
468,347,307,0.2182331814496221,ingr-ingr
469,464,384,0.3295863451938849,ingr-ingr
470,317,495,0.21530648575089176,ingr-ingr
471,449,47,0.2445599546847978,ingr-ingr
472,468,584,0.1462495937985802,ingr-ingr
473,603,159,0.2654518235766916,ingr-ingr
474,174,252,0.2633389879039864,ingr-ingr
475,168,244,0.3559464279130624,ingr-ingr
476,473,502,0.12561474026865244,ingr-ingr
477,492,310,0.05619382684399527,ingr-ingr
478,330,553,0.1440884107891518,ingr-ingr
479,94,518,0.14674083456338505,ingr-ingr
480,20,493,0.2602352385261978,ingr-ingr
481,260,444,0.26673464859314355,ingr-ingr
482,557,578,0.1836497383688492,ingr-ingr
483,597,501,0.13932364702095293,ingr-ingr
484,314,424,0.1902958757704803,ingr-ingr
485,401,258,0.18893733948312424,ingr-ingr
486,365,209,0.11206551013372996,ingr-ingr
487,517,212,0.24274441956514864,ingr-ingr
488,477,567,0.2657757187672091,ingr-ingr
489,134,556,0.18644473530624725,ingr-ingr
490,448,291,0.15215707688450889,ingr-ingr
491,20,176,0.1230294489074343,ingr-ingr
492,287,302,0.18524137283418413,ingr-ingr
493,251,150,0.18127216678345148,ingr-ingr
494,192,234,0.1908784109890383,ingr-ingr
495,397,342,0.2296417640206874,ingr-ingr
496,350,603,0.2865690722106169,ingr-ingr
497,562,216,0.2401551074861067,ingr-ingr
498,574,110,0.17028704992581778,ingr-ingr
499,77,558,0.17652961136112474,ingr-ingr
500,8,11,0.17253406327767984,ingr-ingr
501,83,593,0.11692507614471913,ingr-ingr
502,246,495,0.19905945436785574,ingr-ingr
503,595,338,0.16123466479149134,ingr-ingr
504,526,205,0.2227593005633452,ingr-ingr
505,216,174,0.2318590955768608,ingr-ingr
506,142,218,0.2258029731556327,ingr-ingr
507,418,417,0.4641903149074734,ingr-ingr
508,146,233,0.10763386853568976,ingr-ingr
509,19,397,0.1731945106374479,ingr-ingr
510,517,502,0.1647542939979696,ingr-ingr
511,293,563,0.19525272441016894,ingr-ingr
512,83,574,0.19293220210954776,ingr-ingr
513,579,581,0.18430549794203704,ingr-ingr
514,377,477,0.1969386930273036,ingr-ingr
515,430,337,0.1770787500868852,ingr-ingr
516,364,173,0.2728683187239549,ingr-ingr
517,348,554,0.16122642781653285,ingr-ingr
518,493,591,0.19252784908659,ingr-ingr
519,331,316,0.14414441682236492,ingr-ingr
520,306,216,0.05771322239791299,ingr-ingr
521,225,51,0.16286696491168584,ingr-ingr
522,66,547,0.14167289052689194,ingr-ingr
523,396,240,0.23450165041386256,ingr-ingr
524,179,192,0.2922897430575321,ingr-ingr
525,71,310,0.12796609218887622,ingr-ingr
526,112,173,0.2407074144184703,ingr-ingr
527,331,397,0.10483950034410876,ingr-ingr
528,117,404,0.1672799498945457,ingr-ingr
529,209,364,0.2006519755647161,ingr-ingr
530,84,67,0.31174223233730497,ingr-ingr
531,467,189,0.15273755869012065,ingr-ingr
532,468,226,0.10033459174990303,ingr-ingr
533,35,385,0.2319748274450309,ingr-ingr
534,40,41,0.15213227555658404,ingr-ingr
535,224,326,0.1623563745776386,ingr-ingr
536,44,593,0.13281865424364572,ingr-ingr
537,61,365,0.09797538235667556,ingr-ingr
538,154,49,0.2084474010951348,ingr-ingr
539,248,332,0.1612163729673988,ingr-ingr
540,49,301,0.22200634155826326,ingr-ingr
541,50,254,0.17054921453355726,ingr-ingr
542,13,458,0.21931025119485836,ingr-ingr
543,197,125,0.152763610271369,ingr-ingr
544,325,72,0.11258126885564436,ingr-ingr
545,552,132,0.14515276330614996,ingr-ingr
546,128,415,0.10109380009785504,ingr-ingr
547,202,261,0.10772523937408504,ingr-ingr
548,481,204,0.12816246969354572,ingr-ingr
549,461,568,0.16297766999705934,ingr-ingr
550,425,610,0.13805793558348786,ingr-ingr
551,359,136,0.37040101218867627,ingr-ingr
552,463,478,0.17376590482574786,ingr-ingr
553,215,227,0.18590060898759836,ingr-ingr
554,13,347,0.1498915586632907,ingr-ingr
555,514,192,0.1188234686258335,ingr-ingr
556,571,273,0.17490745073597214,ingr-ingr
557,419,28,0.15798320933972826,ingr-ingr
558,183,47,0.3225236285142137,ingr-ingr
559,230,246,0.03789150435880945,ingr-ingr
560,24,588,0.11852677015036413,ingr-ingr
561,386,335,0.19541406007462334,ingr-ingr
562,225,221,0.1549744232219688,ingr-ingr
563,577,608,0.1236147485530566,ingr-ingr
564,337,507,0.2509260248986278,ingr-ingr
565,279,504,0.1528151179599898,ingr-ingr
566,81,569,0.2258270303367351,ingr-ingr
567,327,546,0.11759416489493925,ingr-ingr
568,325,362,0.09188555175975703,ingr-ingr
569,588,150,0.15046378316817524,ingr-ingr
570,310,470,0.12708176784782768,ingr-ingr
571,186,224,0.15824441126994554,ingr-ingr
572,3,490,0.07050445227221197,ingr-ingr
573,607,486,0.1033245984893096,ingr-ingr
574,63,570,0.033174324498126566,ingr-ingr
575,599,596,0.13268714241707594,ingr-ingr
576,376,206,0.12384927432210445,ingr-ingr
577,139,26,0.003769398830360278,ingr-ingr
578,1,570,0.06359140211615598,ingr-ingr
579,31,24,0.13765205356183086,ingr-ingr
580,141,584,0.14952180774899054,ingr-ingr
581,200,28,0.18304369093274675,ingr-ingr
582,403,444,0.17448702680773642,ingr-ingr
583,276,465,0.21154667256534224,ingr-ingr
584,22,309,0.1523009183562055,ingr-ingr
585,25,215,0.10049937231982306,ingr-ingr
586,281,381,0.16976467475130544,ingr-ingr
587,546,435,0.10528573905755872,ingr-ingr
588,230,168,0.1165822114014303,ingr-ingr
589,451,173,0.26547659210071284,ingr-ingr
590,358,175,0.3391935041768544,ingr-ingr
591,570,317,0.27396141728768025,ingr-ingr
592,189,467,0.15273755869012065,ingr-ingr
593,291,308,0.19178900933745088,ingr-ingr
594,241,577,0.15601757478783096,ingr-ingr
595,30,614,0.17209380533026875,ingr-ingr
596,295,356,0.09623257479129887,ingr-ingr
597,560,251,0.2392760208745398,ingr-ingr
598,262,119,0.29187167775657985,ingr-ingr
599,485,118,0.0955525305410166,ingr-ingr
600,413,249,0.1745240696724683,ingr-ingr
601,198,558,0.22774803877900426,ingr-ingr
602,83,58,0.15125276429372986,ingr-ingr
603,73,588,0.15853774643022436,ingr-ingr
604,205,119,0.18440265594485228,ingr-ingr
605,43,356,0.15590258224341544,ingr-ingr
606,389,368,0.13701551053282987,ingr-ingr
