id_1,id_2,score,edge_type
46,571,0.3730941347062961,ingr-ingr
251,366,0.2445327860786617,ingr-ingr
379,490,0.11989562243446004,ingr-ingr
51,121,0.14024403711324934,ingr-ingr
197,565,0.10898251851161822,ingr-ingr
93,462,0.05109490678574232,ingr-ingr
51,524,0.03214040265673014,ingr-ingr
312,523,0.006748304524947731,ingr-ingr
453,522,0.18201826571263727,ingr-ingr
204,553,0.2024800558488236,ingr-ingr
498,500,0.14291475106073812,ingr-ingr
499,577,0.13588790772393994,ingr-ingr
248,393,0.12042224808307317,ingr-ingr
123,234,0.03419206733723766,ingr-ingr
247,581,0.12734019433040636,ingr-ingr
234,458,0.15090373717008304,ingr-ingr
362,519,0.07899676446101257,ingr-ingr
274,571,0.13445092889380195,ingr-ingr
206,273,0.1193928001187351,ingr-ingr
149,157,0.2644778508053799,ingr-ingr
8,521,0.012906247309524038,ingr-ingr
545,578,0.2677045310307433,ingr-ingr
63,237,0.17299193303157334,ingr-ingr
142,355,0.269001728246546,ingr-ingr
195,445,0.08785417797519852,ingr-ingr
565,570,0.08054877058305934,ingr-ingr
261,435,0.2770547502347016,ingr-ingr
47,575,0.20415935501228952,ingr-ingr
534,574,0.10893926896419376,ingr-ingr
350,603,0.2865690722106169,ingr-ingr
132,426,0.2407061442349484,ingr-ingr
280,563,0.1530451230723884,ingr-ingr
112,440,0.17340163279740647,ingr-ingr
226,307,0.14504237703629438,ingr-ingr
190,224,0.2019328090367932,ingr-ingr
466,482,0.1602789340067403,ingr-ingr
193,570,0.17278045805479764,ingr-ingr
233,501,0.14656336679791965,ingr-ingr
396,505,0.14895259941036268,ingr-ingr
415,431,0.1388272286283036,ingr-ingr
18,305,0.1347194978676658,ingr-ingr
13,368,0.16137604690240895,ingr-ingr
204,208,0.18861296470958397,ingr-ingr
396,557,0.17120575863669016,ingr-ingr
185,480,0.2628598457628992,ingr-ingr
499,580,0.1243656940683472,ingr-ingr
352,389,0.13904204913733878,ingr-ingr
81,569,0.2258270303367351,ingr-ingr
243,598,0.11353913085300725,ingr-ingr
26,74,0.20571130422536066,ingr-ingr
282,496,0.07650722046753464,ingr-ingr
152,212,0.10274196653337328,ingr-ingr
177,238,0.4068654341445438,ingr-ingr
451,475,0.08449316015587427,ingr-ingr
141,395,0.11156179030442977,ingr-ingr
163,431,0.2029095659043152,ingr-ingr
75,305,0.12202309778615936,ingr-ingr
240,586,0.13725084826766654,ingr-ingr
224,295,0.05832537602691117,ingr-ingr
332,416,0.12036142463672225,ingr-ingr
79,195,0.17727778209004175,ingr-ingr
246,314,0.12403056769940643,ingr-ingr
137,214,0.12055810842086315,ingr-ingr
63,587,0.031097550544872662,ingr-ingr
174,301,0.2819297417837828,ingr-ingr
94,136,0.21538963643746345,ingr-ingr
431,476,0.2126882067360572,ingr-ingr
34,448,0.12610539985077834,ingr-ingr
363,506,0.1365808554207873,ingr-ingr
135,501,0.029451102285979414,ingr-ingr
309,586,0.0912985377239158,ingr-ingr
201,369,0.07804714667601187,ingr-ingr
216,294,0.3630418467008188,ingr-ingr
41,370,0.12619761209541466,ingr-ingr
102,295,0.051856137585896835,ingr-ingr
97,288,0.2158864353435458,ingr-ingr
4,144,0.1819085554119932,ingr-ingr
62,152,0.133658080514147,ingr-ingr
65,148,0.058694646725074635,ingr-ingr
393,397,0.21905988336263796,ingr-ingr
360,568,0.21886748577406634,ingr-ingr
177,252,0.4490652072676549,ingr-ingr
81,245,0.161290431069523,ingr-ingr
209,365,0.11206551013372996,ingr-ingr
276,500,0.18508410797060604,ingr-ingr
5,376,0.1285271542268632,ingr-ingr
153,359,0.2210303043861988,ingr-ingr
47,157,0.2826210874194527,ingr-ingr
103,479,0.17435734886191176,ingr-ingr
106,449,0.12133503346977233,ingr-ingr
159,345,0.12189400955196275,ingr-ingr
37,473,0.11253688695698784,ingr-ingr
120,365,0.09822822300082068,ingr-ingr
219,226,0.17740223824838985,ingr-ingr
352,540,0.13212797950593042,ingr-ingr
419,484,0.2042888537379695,ingr-ingr
188,453,0.190292466687651,ingr-ingr
80,582,0.14462011297183092,ingr-ingr
79,406,0.08834259776664598,ingr-ingr
281,459,0.15438903336055634,ingr-ingr
284,574,0.1357181390691105,ingr-ingr
103,556,0.21720697070107733,ingr-ingr
74,435,0.13277046778945747,ingr-ingr
50,466,0.17430593522531276,ingr-ingr
348,515,0.18926131701420548,ingr-ingr
55,247,0.13620176264261255,ingr-ingr
113,386,0.17715364202407058,ingr-ingr
261,282,0.06535594042039376,ingr-ingr
203,214,0.2295448913635788,ingr-ingr
9,607,0.115773371623629,ingr-ingr
48,345,0.0012364545982023296,ingr-ingr
40,308,0.20946249792671875,ingr-ingr
362,483,0.07863969772936069,ingr-ingr
306,501,0.06533058384120957,ingr-ingr
217,412,0.21527868824365667,ingr-ingr
93,369,0.27497808290819525,ingr-ingr
275,402,0.16752459455407945,ingr-ingr
224,384,0.16849624555938225,ingr-ingr
23,106,0.14084001103459295,ingr-ingr
22,484,0.12893017736354126,ingr-ingr
389,486,0.1333454817823544,ingr-ingr
227,535,0.11726876640332907,ingr-ingr
247,342,0.3650759184072999,ingr-ingr
302,382,0.3474458804257309,ingr-ingr
176,509,0.21132731626255974,ingr-ingr
150,169,0.16363180786102954,ingr-ingr
88,367,0.2851714397605969,ingr-ingr
283,568,0.08269735466185497,ingr-ingr
18,400,0.12333948713235965,ingr-ingr
236,351,0.1081145436074224,ingr-ingr
219,305,0.3895114129162702,ingr-ingr
437,490,0.144051453065245,ingr-ingr
294,301,0.1741627777315254,ingr-ingr
12,570,0.013765424313165851,ingr-ingr
373,554,0.11835095310136208,ingr-ingr
209,379,0.1222137501720353,ingr-ingr
318,423,0.3093522171278161,ingr-ingr
156,262,0.07278245860157209,ingr-ingr
19,307,0.15702501323499354,ingr-ingr
178,416,0.21415482465033084,ingr-ingr
17,584,0.0548404908771248,ingr-ingr
129,300,0.293263260090026,ingr-ingr
187,466,0.13837524827122016,ingr-ingr
405,407,0.1461992741491139,ingr-ingr
490,557,0.2040947229173368,ingr-ingr
117,157,0.1486560484589368,ingr-ingr
471,567,0.16421406544841832,ingr-ingr
85,265,0.043557536241727916,ingr-ingr
103,158,0.2949524967093247,ingr-ingr
208,240,0.13999533757785346,ingr-ingr
363,603,0.2875196156879636,ingr-ingr
73,479,0.14449270030896202,ingr-ingr
145,570,0.14456891272839195,ingr-ingr
333,610,0.10857068929651026,ingr-ingr
203,242,0.15870771174994422,ingr-ingr
130,142,0.17808901564446747,ingr-ingr
22,384,0.1676818076079084,ingr-ingr
316,563,0.3653473091519237,ingr-ingr
536,572,0.2566143896555711,ingr-ingr
27,570,0.1696343222047745,ingr-ingr
209,540,0.2609525512730387,ingr-ingr
30,533,0.26532598143256403,ingr-ingr
125,275,0.2327706501185645,ingr-ingr
17,362,0.11196127295866028,ingr-ingr
407,593,0.13742430931662947,ingr-ingr
165,306,0.17718067184387148,ingr-ingr
168,435,0.11507808422584274,ingr-ingr
470,533,0.17182807326549973,ingr-ingr
386,471,0.17447759872638813,ingr-ingr
336,534,0.1234986452204144,ingr-ingr
23,558,0.2760672553624265,ingr-ingr
180,495,0.13862181495321851,ingr-ingr
174,576,0.16664613900960332,ingr-ingr
85,107,0.024933253122143683,ingr-ingr
268,573,0.02015056408458609,ingr-ingr
408,559,0.1733408156819581,ingr-ingr
325,572,0.14466396896052608,ingr-ingr
85,102,0.049611911687359234,ingr-ingr
218,396,0.3348418120797901,ingr-ingr
436,507,0.10765979730383947,ingr-ingr
184,276,0.1892489384937208,ingr-ingr
238,587,0.09704530866525944,ingr-ingr
257,610,0.12786662838250196,ingr-ingr
23,293,0.2900462514143458,ingr-ingr
30,552,0.08541964039082439,ingr-ingr
246,470,0.0022583014130186977,ingr-ingr
504,561,0.1643649882994478,ingr-ingr
34,491,0.12663471564490622,ingr-ingr
65,167,0.1131558258993292,ingr-ingr
86,399,0.028432966053472706,ingr-ingr
296,451,0.22219225155856465,ingr-ingr
275,343,0.12952359946526545,ingr-ingr
110,411,0.22596710431788944,ingr-ingr
113,597,0.13708549460293734,ingr-ingr
220,303,0.0981411667182658,ingr-ingr
38,482,0.13407028550095562,ingr-ingr
352,613,0.07751435041046696,ingr-ingr
19,614,0.13305763445923655,ingr-ingr
243,246,0.09977703119507966,ingr-ingr
460,592,0.10844475964080784,ingr-ingr
335,356,0.13932314325499034,ingr-ingr
227,295,0.1265559385705224,ingr-ingr
308,352,0.18336960065036784,ingr-ingr
160,380,0.06145254743336085,ingr-ingr
126,571,0.14332946317615644,ingr-ingr
441,600,0.2001907764395653,ingr-ingr
419,611,0.15878706596223952,ingr-ingr
304,500,0.12749323839075516,ingr-ingr
204,589,0.17182170138352873,ingr-ingr
297,309,0.14733152752469314,ingr-ingr
264,544,0.12075012180728145,ingr-ingr
338,475,0.20019720879026728,ingr-ingr
10,12,0.17333456723788934,ingr-ingr
28,419,0.15798320933972826,ingr-ingr
161,168,0.099983243431156,ingr-ingr
126,394,0.1548361164446138,ingr-ingr
142,431,0.18750529915264152,ingr-ingr
131,180,0.13292198939630925,ingr-ingr
221,398,0.18387109192683784,ingr-ingr
3,558,0.0072020112414558765,ingr-ingr
297,326,0.1489798567965991,ingr-ingr
26,140,0.20285476791569007,ingr-ingr
136,580,0.13141360206457967,ingr-ingr
193,405,0.16622004358325448,ingr-ingr
122,309,0.20463171274665315,ingr-ingr
13,386,0.15145697472486838,ingr-ingr
72,578,0.1270451121882385,ingr-ingr
54,598,0.120708239773019,ingr-ingr
255,332,0.14112195238763325,ingr-ingr
32,77,0.15802616936679986,ingr-ingr
61,291,0.12214717743661613,ingr-ingr
224,269,0.07474938057243491,ingr-ingr
206,397,0.15829200158414672,ingr-ingr
26,63,0.06650349036612394,ingr-ingr
155,551,0.4102720796758734,ingr-ingr
121,251,0.2308602163173898,ingr-ingr
284,321,0.19823159253545392,ingr-ingr
468,550,0.11752573204645805,ingr-ingr
84,388,0.09250105229773062,ingr-ingr
178,338,0.16658337758620176,ingr-ingr
17,570,0.0462942235709372,ingr-ingr
131,460,0.1646266807196996,ingr-ingr
35,437,0.2511018672802849,ingr-ingr
112,466,0.26909940490223844,ingr-ingr
480,481,0.10749465847681047,ingr-ingr
186,559,0.26534728546559,ingr-ingr
448,501,0.07623804056240666,ingr-ingr
154,155,0.1442430219705859,ingr-ingr
173,205,0.30658200019051873,ingr-ingr
67,598,0.1253849525106382,ingr-ingr
236,370,0.19287207700603987,ingr-ingr
111,452,0.08472400879821912,ingr-ingr
250,576,0.13500356871380134,ingr-ingr
16,136,0.14930629154102162,ingr-ingr
168,171,0.23215836661043845,ingr-ingr
18,164,0.1422725479258173,ingr-ingr
550,597,0.12661488091900844,ingr-ingr
177,497,0.27980831376561216,ingr-ingr
112,545,0.14214040791112598,ingr-ingr
20,426,0.14696257968884394,ingr-ingr
274,390,0.2142419628595309,ingr-ingr
481,518,0.14830167158393373,ingr-ingr
79,167,0.11509347252994905,ingr-ingr
317,376,0.11849649783241825,ingr-ingr
320,388,0.13925505653024656,ingr-ingr
3,93,0.09365901674071588,ingr-ingr
383,568,0.18217897583201675,ingr-ingr
34,346,0.09407250792172224,ingr-ingr
30,519,0.18709238217750965,ingr-ingr
14,136,0.2742407986189085,ingr-ingr
289,415,0.3907970051054931,ingr-ingr
198,307,0.17988113576591308,ingr-ingr
230,246,0.03789150435880945,ingr-ingr
77,386,0.1490299208468099,ingr-ingr
169,228,0.14734452918263796,ingr-ingr
332,347,0.1597280699233284,ingr-ingr
181,413,0.1628842095563116,ingr-ingr
244,405,0.29981267745486706,ingr-ingr
120,155,0.22109508417321908,ingr-ingr
5,187,0.1202315633520325,ingr-ingr
174,440,0.1466007381300478,ingr-ingr
32,103,0.2358749585715473,ingr-ingr
81,604,0.16432443496104274,ingr-ingr
154,216,0.17164992641251464,ingr-ingr
346,590,0.304283672583142,ingr-ingr
400,533,0.24035429295666735,ingr-ingr
221,589,0.14536681049239164,ingr-ingr
257,444,0.16312304611358347,ingr-ingr
27,573,0.3691617179864791,ingr-ingr
424,497,0.12432139544418527,ingr-ingr
208,600,0.1576932206108917,ingr-ingr
82,427,0.21465858794710094,ingr-ingr
11,109,0.2241391454499258,ingr-ingr
450,536,0.0750140952115795,ingr-ingr
106,293,0.17300013512289109,ingr-ingr
34,198,0.2064151264081853,ingr-ingr
369,412,0.062250813675289875,ingr-ingr
147,413,0.15765376658959945,ingr-ingr
348,490,0.14714695358713567,ingr-ingr
175,497,0.13924797557092794,ingr-ingr
149,247,0.1325174720412252,ingr-ingr
388,593,0.0841624817889336,ingr-ingr
271,582,0.14506100678496262,ingr-ingr
64,167,0.14934796815737458,ingr-ingr
483,597,0.09602456144804193,ingr-ingr
335,540,0.19578681462527106,ingr-ingr
84,170,0.3744203989796154,ingr-ingr
106,558,0.10707074344783088,ingr-ingr
13,210,0.2408820040525036,ingr-ingr
321,532,0.18694136778463352,ingr-ingr
270,597,0.15199952548537335,ingr-ingr
198,214,0.24407446777835465,ingr-ingr
308,562,0.22334655099376352,ingr-ingr
195,325,0.12423375195406272,ingr-ingr
257,350,0.23808083189995824,ingr-ingr
23,25,0.14369336418087555,ingr-ingr
6,51,0.0697041425981544,ingr-ingr
154,344,0.14662907231682404,ingr-ingr
500,588,0.14785369361735026,ingr-ingr
263,416,0.1931961828624111,ingr-ingr
358,614,0.3002930175162333,ingr-ingr
161,186,0.12513339769967738,ingr-ingr
17,160,0.031184862846636567,ingr-ingr
236,300,0.11924231713186845,ingr-ingr
219,492,0.018046877400550037,ingr-ingr
312,314,0.2547854008604534,ingr-ingr
275,430,0.2114228394921905,ingr-ingr
429,517,0.10258666622520668,ingr-ingr
442,479,0.2005166369123421,ingr-ingr
294,596,0.16640934540136934,ingr-ingr
81,387,0.3021966285334096,ingr-ingr
318,496,0.3010768727759211,ingr-ingr
411,574,0.09296101325684382,ingr-ingr
263,561,0.15398574709527366,ingr-ingr
176,409,0.3293836665083011,ingr-ingr
140,170,0.1333404531747768,ingr-ingr
225,535,0.15821988559163408,ingr-ingr
197,407,0.17984130710118998,ingr-ingr
54,544,0.09919468301358424,ingr-ingr
71,386,0.08939748160359373,ingr-ingr
20,346,0.23655263809310706,ingr-ingr
495,598,0.20552957332159547,ingr-ingr
352,448,0.17651274063005068,ingr-ingr
61,562,0.11911615055094092,ingr-ingr
188,190,0.3911050765819212,ingr-ingr
117,192,0.16789111984621755,ingr-ingr
373,374,0.16058477948685518,ingr-ingr
103,227,0.17504711040094356,ingr-ingr
30,343,0.12836567436159202,ingr-ingr
323,491,0.2750189389741477,ingr-ingr
141,336,0.18114349697648846,ingr-ingr
235,381,0.12693589836659028,ingr-ingr
533,574,0.1570588653948388,ingr-ingr
330,565,0.3864481494553441,ingr-ingr
202,334,0.14721926376926073,ingr-ingr
59,203,0.13252355095525484,ingr-ingr
422,493,0.11251509967601477,ingr-ingr
189,494,0.18938620009230414,ingr-ingr
10,541,0.07899250830399908,ingr-ingr
337,571,0.1250552212809835,ingr-ingr
446,487,0.056777997675047126,ingr-ingr
25,280,0.13471515560654504,ingr-ingr
380,517,0.01722387074696919,ingr-ingr
87,499,0.1205489500645408,ingr-ingr
236,609,0.1844294587335804,ingr-ingr
420,518,0.15218544487089858,ingr-ingr
256,559,0.11670444184141025,ingr-ingr
130,146,0.16514366867302693,ingr-ingr
356,489,0.12320625461336833,ingr-ingr
222,532,0.1328401203143548,ingr-ingr
171,546,0.16601414879574405,ingr-ingr
463,608,0.20763147367350884,ingr-ingr
46,275,0.20729639655500331,ingr-ingr
227,267,0.20839935070960056,ingr-ingr
124,514,0.2429742825833065,ingr-ingr
106,117,0.0655530621625292,ingr-ingr
71,309,0.1196882087620248,ingr-ingr
87,608,0.12608928577596662,ingr-ingr
561,596,0.13738524016067666,ingr-ingr
9,26,0.1374387482126969,ingr-ingr
220,493,0.1516018744415569,ingr-ingr
250,538,0.21410194308171995,ingr-ingr
41,344,0.20722758194421004,ingr-ingr
374,430,0.09120083482895923,ingr-ingr
386,443,0.07235798895549705,ingr-ingr
116,174,0.1372792869216602,ingr-ingr
23,562,0.31749780059665017,ingr-ingr
71,175,0.1667940010890667,ingr-ingr
249,413,0.1745240696724683,ingr-ingr
212,279,0.11362418318180995,ingr-ingr
5,23,0.12957850612226995,ingr-ingr
222,463,0.14293764986481486,ingr-ingr
150,480,0.122242762957844,ingr-ingr
218,608,0.2254313520923037,ingr-ingr
36,431,0.15915769663900334,ingr-ingr
226,387,0.2076870843205385,ingr-ingr
166,192,0.18343595544715444,ingr-ingr
258,609,0.2502111036049064,ingr-ingr
62,88,0.09919363429751986,ingr-ingr
27,138,0.2424373101648638,ingr-ingr
31,301,0.13011113128203802,ingr-ingr
134,453,0.1663913821526114,ingr-ingr
86,573,0.11932724013222075,ingr-ingr
32,228,0.13663970590326882,ingr-ingr
31,340,0.2315808951556932,ingr-ingr
490,608,0.1876955684192892,ingr-ingr
253,452,0.17287452017503005,ingr-ingr
218,531,0.2992716909034069,ingr-ingr
238,360,0.2622818736672057,ingr-ingr
147,533,0.09448530388862196,ingr-ingr
223,270,0.0964944739540367,ingr-ingr
558,561,0.14061928510685165,ingr-ingr
45,546,0.08625414433849947,ingr-ingr
119,575,0.2376789083293431,ingr-ingr
190,597,0.15704044833710262,ingr-ingr
302,371,0.2015727716783296,ingr-ingr
50,504,0.19816401569199674,ingr-ingr
312,550,0.12074677078770568,ingr-ingr
125,138,0.16112523417710856,ingr-ingr
164,368,0.11488093865311985,ingr-ingr
40,190,0.21527372331963324,ingr-ingr
268,276,0.08416372228815336,ingr-ingr
23,47,0.2850825606076315,ingr-ingr
61,216,0.11471094981059615,ingr-ingr
221,313,0.14229590511711124,ingr-ingr
346,440,0.2698008285320821,ingr-ingr
93,612,0.16455834336273967,ingr-ingr
342,373,0.13452585852861462,ingr-ingr
288,572,0.11676079627037625,ingr-ingr
142,395,0.11789085584236048,ingr-ingr
2,230,0.16472420063362198,ingr-ingr
440,509,0.12036454449656757,ingr-ingr
3,67,0.1565969800008618,ingr-ingr
352,367,0.10968835705390148,ingr-ingr
10,513,0.15683343063210148,ingr-ingr
439,536,0.09803378153379363,ingr-ingr
137,419,0.13342822525243234,ingr-ingr
263,551,0.11157068960373424,ingr-ingr
89,352,0.12206288442296814,ingr-ingr
43,339,0.1290763427515372,ingr-ingr
342,484,0.0030274200053902753,ingr-ingr
197,472,0.17657478969345336,ingr-ingr
112,367,0.15604343696430673,ingr-ingr
185,517,0.1312946500596638,ingr-ingr
223,291,0.17347464364480208,ingr-ingr
371,426,0.1725083833806482,ingr-ingr
557,575,0.14853611648198284,ingr-ingr
425,518,0.2609135211976823,ingr-ingr
245,397,0.14327384912124236,ingr-ingr
373,376,0.4455395836121844,ingr-ingr
5,363,0.2195372757738019,ingr-ingr
358,501,0.047820473318106856,ingr-ingr
50,173,0.1819354631890008,ingr-ingr
124,164,0.10641499147814597,ingr-ingr
161,406,0.18177144274437185,ingr-ingr
289,345,0.11440404828016487,ingr-ingr
473,484,0.1223739386223341,ingr-ingr
310,347,0.14464128984962454,ingr-ingr
2,8,0.2558624396078357,ingr-ingr
259,609,0.12718429534909942,ingr-ingr
242,283,0.08418741150230939,ingr-ingr
108,212,0.21041630842315495,ingr-ingr
337,415,0.21115135513659014,ingr-ingr
9,74,0.18247691735779564,ingr-ingr
102,153,0.14339312151830194,ingr-ingr
29,151,0.17071875684054574,ingr-ingr
90,359,0.34365337142502955,ingr-ingr
366,610,0.19541639023658272,ingr-ingr
611,613,0.22593429589193426,ingr-ingr
336,593,0.14717401054455972,ingr-ingr
8,398,0.01810303322166425,ingr-ingr
499,531,0.16673345702786818,ingr-ingr
135,245,0.14200587789232375,ingr-ingr
103,521,0.0515375699510888,ingr-ingr
546,572,0.1450981149516028,ingr-ingr
65,197,0.036749338635861946,ingr-ingr
218,364,0.15239387070962834,ingr-ingr
282,325,0.07389409613564962,ingr-ingr
220,483,0.0900429259097046,ingr-ingr
239,321,0.1543887245424681,ingr-ingr
386,535,0.14411107695162975,ingr-ingr
24,270,0.11568272332691992,ingr-ingr
259,300,0.11363369371029255,ingr-ingr
265,267,0.13558281008110096,ingr-ingr
466,468,0.23356525193835884,ingr-ingr
104,604,0.1907646683485104,ingr-ingr
212,293,0.19442032655779676,ingr-ingr
249,533,0.14041783777081862,ingr-ingr
379,578,0.18315054742813466,ingr-ingr
51,225,0.16286696491168584,ingr-ingr
90,531,0.22591932320747216,ingr-ingr
436,571,0.28861599259857945,ingr-ingr
73,508,0.15679754516954555,ingr-ingr
274,448,0.07498511696993837,ingr-ingr
41,475,0.152176725774384,ingr-ingr
23,351,0.21272410423667934,ingr-ingr
6,253,0.07013976625930929,ingr-ingr
275,388,0.09414166550839327,ingr-ingr
377,467,0.1461571618674275,ingr-ingr
30,247,0.2037422417665924,ingr-ingr
103,487,0.1201960463358843,ingr-ingr
486,501,0.1252369926216626,ingr-ingr
34,234,0.15375271096185408,ingr-ingr
217,314,0.1388155022788317,ingr-ingr
181,361,0.291588966749593,ingr-ingr
100,215,0.26586345082305746,ingr-ingr
257,265,0.4115980834110544,ingr-ingr
186,401,0.13429417670334629,ingr-ingr
193,436,0.19116261588679834,ingr-ingr
191,424,0.17742484495834368,ingr-ingr
372,452,0.25126526759435835,ingr-ingr
155,252,0.2587166623473413,ingr-ingr
145,368,0.02800222249067955,ingr-ingr
38,250,0.11651480558725855,ingr-ingr
122,500,0.1985230828250182,ingr-ingr
237,447,0.2244089942451484,ingr-ingr
17,261,0.14972289491214702,ingr-ingr
521,597,0.13301431417664314,ingr-ingr
356,559,0.15091664527883772,ingr-ingr
9,265,0.14745746614837135,ingr-ingr
176,604,0.20604266913189806,ingr-ingr
200,242,0.1699914659536985,ingr-ingr
141,142,0.22740119347812535,ingr-ingr
175,358,0.3391935041768544,ingr-ingr
124,468,0.1877145555615287,ingr-ingr
107,429,0.17596843719311675,ingr-ingr
236,272,0.1812008587583901,ingr-ingr
393,574,0.21755253867383534,ingr-ingr
221,484,0.15192322354163473,ingr-ingr
39,93,0.1537355197494824,ingr-ingr
223,384,0.15135925204049802,ingr-ingr
169,345,0.11630096978948445,ingr-ingr
148,503,0.17546957766692547,ingr-ingr
260,544,0.14345967465044382,ingr-ingr
464,497,0.16883869223297615,ingr-ingr
82,576,0.17390662224573986,ingr-ingr
234,375,0.027824627128376817,ingr-ingr
28,516,0.0732436196024714,ingr-ingr
122,347,0.12319498385283685,ingr-ingr
105,481,0.07686645619490078,ingr-ingr
35,352,0.17196011941583805,ingr-ingr
328,502,0.2477016065666544,ingr-ingr
146,293,0.198352784162416,ingr-ingr
183,453,0.16950001545585647,ingr-ingr
11,593,0.1214316393878679,ingr-ingr
169,604,0.1624433315891283,ingr-ingr
496,572,0.14124941781790745,ingr-ingr
116,381,0.11591754697461795,ingr-ingr
62,186,0.10888942721571998,ingr-ingr
58,393,0.24090105069854795,ingr-ingr
374,573,0.11936341181855695,ingr-ingr
468,584,0.1462495937985802,ingr-ingr
64,565,0.17180476015358848,ingr-ingr
174,252,0.2633389879039864,ingr-ingr
296,372,0.16137178303202607,ingr-ingr
473,502,0.12561474026865244,ingr-ingr
330,553,0.1440884107891518,ingr-ingr
94,518,0.14674083456338505,ingr-ingr
20,493,0.2602352385261978,ingr-ingr
295,484,0.11629273178057015,ingr-ingr
260,444,0.26673464859314355,ingr-ingr
557,578,0.1836497383688492,ingr-ingr
262,614,0.1835996575030696,ingr-ingr
103,166,0.1565797925961301,ingr-ingr
23,174,0.1926330633251785,ingr-ingr
434,593,0.1060967642213532,ingr-ingr
297,409,0.12937864169180022,ingr-ingr
420,570,0.05257051508829521,ingr-ingr
458,501,0.18128064054313825,ingr-ingr
477,567,0.2657757187672091,ingr-ingr
258,291,0.2208676217702514,ingr-ingr
386,492,0.047396803313847546,ingr-ingr
505,548,0.2066611052220415,ingr-ingr
177,365,0.27846918080745425,ingr-ingr
82,95,0.2356220295786513,ingr-ingr
134,556,0.18644473530624725,ingr-ingr
229,284,0.12627486571474636,ingr-ingr
293,419,0.1446622403132906,ingr-ingr
253,532,0.01577849471087485,ingr-ingr
192,234,0.1908784109890383,ingr-ingr
32,335,0.18289537167398975,ingr-ingr
317,439,0.10611965775264354,ingr-ingr
491,529,0.3451565246213775,ingr-ingr
368,458,0.2257918076009543,ingr-ingr
573,593,0.13621160376845384,ingr-ingr
77,558,0.17652961136112474,ingr-ingr
8,11,0.17253406327767984,ingr-ingr
