,node_id,name,id,node_type,is_hub
144,144,cold_water,,ingredient,no_hub
145,145,comte_cheese,,ingredient,hub
146,146,conch,,ingredient,hub
147,147,condensed_milk,,ingredient,hub
148,148,confectioners'_sugar,,ingredient,no_hub
149,149,cooked_chicken,,ingredient,no_hub
150,150,cooked_rice,,ingredient,no_hub
151,151,cooking_oil,,ingredient,hub
152,152,cooking_spray,,ingredient,no_hub
153,153,coriander,,ingredient,hub
154,154,corn,,ingredient,hub
155,155,corn_chip,,ingredient,hub
156,156,corn_oil,,ingredient,hub
157,157,corn_tortilla,,ingredient,no_hub
158,158,cornbread,,ingredient,hub
159,159,cornmeal,,ingredient,no_hub
160,160,cornstarch,,ingredient,no_hub
161,161,cottage_cheese,,ingredient,hub
162,162,couscous,,ingredient,hub
163,163,crab,,ingredient,hub
164,164,cracked_black_pepper,,ingredient,no_hub
165,165,cranberry,,ingredient,hub
166,166,crayfish,,ingredient,hub
167,167,cream,,ingredient,hub
168,168,cream_cheese,,ingredient,hub
169,169,cream_of_mushroom_soup,,ingredient,no_hub
170,170,cream_of_tartar,,ingredient,no_hub
171,171,crushed_pineapple,,ingredient,no_hub
172,172,crushed_red_pepper_flake,,ingredient,no_hub
173,173,cucumber,,ingredient,hub
174,174,cumin,,ingredient,hub
175,175,cumin_seed,,ingredient,no_hub
176,176,currant,,ingredient,hub
177,177,curry_leaf,,ingredient,hub
178,178,curry_powder,,ingredient,no_hub
179,179,cuttlefish,,ingredient,hub
180,180,dark_brown_sugar,,ingredient,no_hub
181,181,date,,ingredient,hub
182,182,deer,,ingredient,hub
183,183,diced_tomato,,ingredient,no_hub
184,184,dijon_mustard,,ingredient,no_hub
185,185,dill,,ingredient,hub
186,186,dried_basil,,ingredient,no_hub
187,187,dried_cranberry,,ingredient,no_hub
188,188,dried_oregano,,ingredient,no_hub
189,189,dried_parsley,,ingredient,no_hub
190,190,dried_thyme,,ingredient,no_hub
191,191,dry_mustard,,ingredient,no_hub
192,192,dry_white_wine,,ingredient,no_hub
193,193,dulce_de_leche,,ingredient,hub
194,194,dumpling,,ingredient,hub
195,195,egg,,ingredient,hub
196,196,egg_white,,ingredient,no_hub
197,197,egg_yolk,,ingredient,no_hub
198,198,eggplant,,ingredient,hub
199,199,elderberry,,ingredient,hub
200,200,endive,,ingredient,hub
201,201,epazote,,ingredient,hub
202,202,evaporated_milk,,ingredient,hub
203,203,extra_virgin_olive_oil,,ingredient,no_hub
204,204,fennel,,ingredient,hub
205,205,feta_cheese,,ingredient,hub
206,206,fig,,ingredient,hub
207,207,filbert,,ingredient,hub
208,208,fish,,ingredient,hub
209,209,fish_sauce,,ingredient,no_hub
210,210,flat_leaf_parsley,,ingredient,no_hub
211,211,flour,,ingredient,hub
212,212,flour_tortilla,,ingredient,no_hub
213,213,fresh_basil,,ingredient,no_hub
214,214,fresh_basil_leaf,,ingredient,no_hub
215,215,fresh_chive,,ingredient,no_hub
216,216,fresh_cilantro,,ingredient,no_hub
217,217,fresh_dill,,ingredient,no_hub
218,218,fresh_ginger,,ingredient,no_hub
219,219,fresh_ground_black_pepper,,ingredient,no_hub
220,220,fresh_ground_pepper,,ingredient,no_hub
221,221,fresh_lemon_juice,,ingredient,no_hub
222,222,fresh_lime_juice,,ingredient,no_hub
223,223,fresh_mushroom,,ingredient,no_hub
224,224,fresh_parsley,,ingredient,no_hub
225,225,fresh_parsley_leaf,,ingredient,no_hub
226,226,fresh_rosemary,,ingredient,no_hub
227,227,fresh_thyme,,ingredient,no_hub
228,228,frozen_pea,,ingredient,no_hub
229,229,fruit_juice,,ingredient,hub
230,230,fruit_preserve,,ingredient,hub
231,231,fruit_salad,,ingredient,hub
232,232,fudge,,ingredient,hub
233,233,garlic,,ingredient,hub
234,234,garlic_clove,,ingredient,no_hub
235,235,garlic_powder,,ingredient,no_hub
236,236,garlic_salt,,ingredient,no_hub
237,237,gelatin,,ingredient,hub
238,238,ghee,,ingredient,hub
239,239,gin,,ingredient,hub
240,240,ginger,,ingredient,hub
241,241,ginkgo_nut,,ingredient,hub
242,242,goat_cheese,,ingredient,hub
243,243,gooseberry,,ingredient,hub
244,244,graham_cracker_crumb,,ingredient,no_hub
245,245,granny_smith_apple,,ingredient,no_hub
246,246,granulated_sugar,,ingredient,no_hub
247,247,grape,,ingredient,hub
248,248,grapefruit,,ingredient,hub
249,249,greek_yogurt,,ingredient,no_hub
250,250,green_bean,,ingredient,hub
251,251,green_bell_pepper,,ingredient,hub
252,252,green_chilies,,ingredient,no_hub
253,253,green_onion,,ingredient,no_hub
254,254,green_pepper,,ingredient,no_hub
255,255,green_tea,,ingredient,hub
256,256,green_zucchini,,ingredient,hub
257,257,ground_allspice,,ingredient,no_hub
258,258,ground_beef,,ingredient,no_hub
259,259,ground_black_pepper,,ingredient,no_hub
260,260,ground_cinnamon,,ingredient,no_hub
261,261,ground_clove,,ingredient,no_hub
262,262,ground_coriander,,ingredient,no_hub
263,263,ground_cumin,,ingredient,no_hub
264,264,ground_ginger,,ingredient,no_hub
265,265,ground_nutmeg,,ingredient,no_hub
266,266,grouper,,ingredient,hub
267,267,gruyere_cheese,,ingredient,hub
268,268,guava,,ingredient,hub
269,269,haddock,,ingredient,hub
270,270,half_and_half,,ingredient,no_hub
271,271,ham,,ingredient,hub
272,272,hamburger,,ingredient,hub
273,273,hazelnut,,ingredient,hub
274,274,heavy_cream,,ingredient,no_hub
275,275,heavy_whipping_cream,,ingredient,no_hub
276,276,honey,,ingredient,hub
277,277,hop,,ingredient,hub
278,278,horseradish,,ingredient,hub
279,279,hot_dog,,ingredient,hub
280,280,hot_pepper_sauce,,ingredient,no_hub
281,281,hot_sauce,,ingredient,no_hub
282,282,hot_water,,ingredient,no_hub
283,283,hummus,,ingredient,hub
284,284,ice,,ingredient,no_hub
285,285,ice_cream,,ingredient,hub
286,286,ice_cream_cone,,ingredient,hub
287,287,ice_cube,,ingredient,no_hub
288,288,icing,,ingredient,hub
289,289,icing_sugar,,ingredient,no_hub
290,290,irish_moss,,ingredient,hub
291,291,italian_seasoning,,ingredient,no_hub
292,292,jackfruit,,ingredient,hub
293,293,jalapeno,,ingredient,hub
294,294,jalapeno_pepper,,ingredient,no_hub
295,295,jerusalem_artichoke,,ingredient,hub
296,296,jicama,,ingredient,hub
297,297,kale,,ingredient,hub
298,298,kefir,,ingredient,hub
299,299,kelp,,ingredient,hub
300,300,ketchup,,ingredient,hub
301,301,kidney_bean,,ingredient,hub
302,302,kiwi,,ingredient,hub
303,303,kohlrabi,,ingredient,hub
304,304,kombu,,ingredient,hub
305,305,kosher_salt,,ingredient,no_hub
306,306,kumquat,,ingredient,hub
307,307,lamb,,ingredient,hub
308,308,lean_ground_beef,,ingredient,no_hub
309,309,leek,,ingredient,hub
310,310,lemon,,ingredient,hub
311,311,lemon_balm,,ingredient,hub
312,312,lemon_juice,,ingredient,no_hub
313,313,lemon_verbena,,ingredient,hub
314,314,lemon_zest,,ingredient,no_hub
315,315,lentil,,ingredient,hub
316,316,lettuce,,ingredient,hub
317,317,light_brown_sugar,,ingredient,no_hub
318,318,light_corn_syrup,,ingredient,no_hub
319,319,lima_bean,,ingredient,hub
320,320,lime,,ingredient,hub
321,321,lime_juice,,ingredient,no_hub
322,322,lingonberry,,ingredient,hub
323,323,lobster,,ingredient,hub
324,324,lovage,,ingredient,hub
325,325,low_fat_milk,,ingredient,no_hub
326,326,low_sodium_chicken_broth,,ingredient,no_hub
327,327,macadamia_nut,,ingredient,hub
328,328,macaroni,,ingredient,hub
329,329,mace,,ingredient,hub
330,330,madeira_wine,,ingredient,hub
331,331,mandarin_orange,,ingredient,hub
332,332,mango,,ingredient,hub
333,333,maple_syrup,,ingredient,no_hub
334,334,margarine,,ingredient,hub
335,335,marjoram,,ingredient,hub
336,336,marshmallow,,ingredient,hub
337,337,marzipan,,ingredient,hub
338,338,mayonnaise,,ingredient,no_hub
339,339,meat,,ingredient,hub
340,340,meatball,,ingredient,hub
341,341,meatloaf,,ingredient,hub
342,342,melon,,ingredient,hub
343,343,meringue,,ingredient,hub
344,344,mexican_oregano,,ingredient,hub
345,345,milk,,ingredient,hub
346,346,millet,,ingredient,hub
347,347,mint,,ingredient,hub
348,348,miso,,ingredient,hub
349,349,mixed_nut,,ingredient,hub
350,350,molasses,,ingredient,hub
351,351,monterey_jack_cheese,,ingredient,no_hub
352,352,mozzarella_cheese,,ingredient,hub
353,353,mulberry,,ingredient,hub
354,354,multigrain_bread,,ingredient,hub
355,355,mung_bean,,ingredient,hub
356,356,mushroom,,ingredient,hub
357,357,mustard,,ingredient,hub
358,358,mustard_oil,,ingredient,hub
359,359,mutton,,ingredient,hub
360,360,nigella_seed,,ingredient,hub
361,361,nut,,ingredient,hub
362,362,nutmeg,,ingredient,hub
363,363,oat,,ingredient,hub
364,364,of_fresh_mint,,ingredient,no_hub
365,365,oil,,ingredient,no_hub
366,366,okra,,ingredient,hub
367,367,olive,,ingredient,hub
368,368,olive_oil,,ingredient,no_hub
369,369,onion,,ingredient,hub
370,370,onion_powder,,ingredient,no_hub
371,371,orange,,ingredient,hub
372,372,orange_bell_pepper,,ingredient,hub
373,373,orange_juice,,ingredient,no_hub
374,374,orange_oil,,ingredient,hub
375,375,orange_roughy,,ingredient,hub
376,376,orange_zest,,ingredient,no_hub
377,377,oregano,,ingredient,hub
378,378,oyster,,ingredient,hub
379,379,oyster_mushroom,,ingredient,hub
380,380,pancake,,ingredient,hub
381,381,panko_breadcrumb,,ingredient,no_hub
382,382,papaya,,ingredient,hub
383,383,paprika,,ingredient,no_hub
384,384,parmesan_cheese,,ingredient,hub
385,385,parmigiano_reggiano_cheese,,ingredient,no_hub
386,386,parsley,,ingredient,hub
387,387,parsnip,,ingredient,hub
388,388,passion_fruit,,ingredient,hub
389,389,pasta,,ingredient,hub
390,390,pate,,ingredient,hub
391,391,pawpaw,,ingredient,hub
392,392,pea,,ingredient,hub
393,393,peach,,ingredient,hub
394,394,peanut,,ingredient,hub
395,395,peanut_butter,,ingredient,hub
396,396,peanut_oil,,ingredient,hub
397,397,pear,,ingredient,hub
398,398,pear_brandy,,ingredient,hub
399,399,pecan,,ingredient,hub
400,400,pectin,,ingredient,hub
401,401,pepper,,ingredient,hub
402,402,peppermint,,ingredient,hub
403,403,persimmon,,ingredient,hub
404,404,pheasant,,ingredient,hub
405,405,philadelphia_cream_cheese,,ingredient,no_hub
406,406,phyllo_dough,,ingredient,hub
407,407,pie_crust,,ingredient,hub
408,408,pigeon_pea,,ingredient,hub
409,409,pine_nut,,ingredient,no_hub
410,410,pineapple,,ingredient,hub
411,411,pineapple_juice,,ingredient,no_hub
412,412,pink_salmon,,ingredient,hub
413,413,pistachio,,ingredient,hub
414,414,pita_bread,,ingredient,hub
415,415,plain_flour,,ingredient,no_hub
416,416,plain_yogurt,,ingredient,no_hub
417,417,plum,,ingredient,hub
418,418,plum_brandy,,ingredient,hub
419,419,plum_tomato,,ingredient,no_hub
420,420,plum_wine,,ingredient,hub
421,421,pollock,,ingredient,hub
422,422,pomegranate,,ingredient,hub
423,423,popcorn,,ingredient,hub
424,424,poppy_seed,,ingredient,hub
425,425,pork,,ingredient,hub
426,426,port_wine,,ingredient,hub
427,427,potato,,ingredient,hub
428,428,potato_bread,,ingredient,hub
429,429,potato_chip,,ingredient,hub
430,430,powdered_sugar,,ingredient,no_hub
431,431,prawn,,ingredient,hub
432,432,prickly_pear,,ingredient,hub
433,433,provolone_cheese,,ingredient,hub
434,434,pudding,,ingredient,hub
435,435,pumpkin,,ingredient,hub
436,436,pure_vanilla_extract,,ingredient,no_hub
437,437,purslane,,ingredient,hub
438,438,quail,,ingredient,hub
439,439,quince,,ingredient,hub
440,440,quinoa,,ingredient,hub
441,441,rabbit,,ingredient,hub
442,442,radish,,ingredient,hub
443,443,rainbow_trout,,ingredient,hub
444,444,raisin,,ingredient,hub
445,445,raisin_bread,,ingredient,hub
446,446,rapini,,ingredient,hub
447,447,raspberry,,ingredient,hub
448,448,ravioli,,ingredient,hub
449,449,red_bell_pepper,,ingredient,hub
450,450,red_currant,,ingredient,hub
451,451,red_onion,,ingredient,no_hub
452,452,red_pepper,,ingredient,no_hub
453,453,red_pepper_flake,,ingredient,no_hub
454,454,red_potato,,ingredient,no_hub
455,455,red_raspberry,,ingredient,hub
456,456,red_rice,,ingredient,hub
457,457,red_wine,,ingredient,hub
458,458,red_wine_vinegar,,ingredient,no_hub
459,459,relish,,ingredient,hub
460,460,rhubarb,,ingredient,hub
461,461,rice,,ingredient,hub
462,462,rice_cake,,ingredient,hub
463,463,rice_vinegar,,ingredient,no_hub
464,464,ricotta_cheese,,ingredient,hub
465,465,rolled_oat,,ingredient,no_hub
466,466,romaine_lettuce,,ingredient,no_hub
467,467,romano_cheese,,ingredient,hub
468,468,roquefort_cheese,,ingredient,hub
469,469,rose,,ingredient,hub
470,470,rose_wine,,ingredient,hub
471,471,rosemary,,ingredient,hub
472,472,rum,,ingredient,hub
473,473,russet_potato,,ingredient,no_hub
474,474,rutabaga,,ingredient,hub
475,475,rye_bread,,ingredient,hub
476,476,saffron,,ingredient,hub
477,477,sage,,ingredient,hub
478,478,sake,,ingredient,hub
479,479,salad_dressing,,ingredient,hub
480,480,salmon,,ingredient,hub
481,481,salmon_fillet,,ingredient,no_hub
482,482,salsa,,ingredient,no_hub
483,483,salt,,ingredient,hub
484,484,salt_&_freshly_ground_black_pepper,,ingredient,no_hub
485,485,salt_&_pepper,,ingredient,no_hub
486,486,salt_and_black_pepper,,ingredient,no_hub
487,487,salt_and_pepper,,ingredient,no_hub
488,488,saskatoon_berry,,ingredient,hub
489,489,sausage,,ingredient,hub
490,490,scallion,,ingredient,no_hub
491,491,scallop,,ingredient,hub
492,492,scotch_whisky,,ingredient,hub
493,493,sea_salt,,ingredient,no_hub
494,494,seasoning_salt,,ingredient,no_hub
495,495,semi_sweet_chocolate_chip,,ingredient,no_hub
496,496,semisweet_chocolate,,ingredient,no_hub
497,497,semolina,,ingredient,hub
498,498,sesame,,ingredient,hub
499,499,sesame_oil,,ingredient,no_hub
500,500,sesame_seed,,ingredient,no_hub
501,501,shallot,,ingredient,hub
502,502,sharp_cheddar_cheese,,ingredient,no_hub
503,503,shortening,,ingredient,hub
504,504,shredded_cheddar_cheese,,ingredient,no_hub
505,505,shrimp,,ingredient,hub
506,506,skim_milk,,ingredient,no_hub
507,507,sliced_almond,,ingredient,no_hub
508,508,sliced_mushroom,,ingredient,no_hub
509,509,slivered_almond,,ingredient,no_hub
510,510,smelt,,ingredient,hub
511,511,snail,,ingredient,hub
512,512,sockeye_salmon,,ingredient,hub
513,513,sorghum,,ingredient,hub
514,514,sorrel,,ingredient,hub
515,515,soup,,ingredient,hub
516,516,sour_cherry,,ingredient,hub
517,517,sour_cream,,ingredient,no_hub
518,518,soy_sauce,,ingredient,no_hub
519,519,soy_yogurt,,ingredient,hub
520,520,soybean,,ingredient,hub
521,521,soybean_oil,,ingredient,hub
522,522,spaghetti,,ingredient,no_hub
523,523,sparkling_wine,,ingredient,hub
524,524,spearmint,,ingredient,hub
525,525,spelt,,ingredient,hub
526,526,spinach,,ingredient,hub
527,527,spirulina,,ingredient,hub
528,528,squab,,ingredient,hub
529,529,squid,,ingredient,hub
530,530,squirrel,,ingredient,hub
531,531,star_anise,,ingredient,hub
532,532,star_fruit,,ingredient,hub
533,533,strawberry,,ingredient,hub
534,534,strawberry_jam,,ingredient,hub
535,535,striped_bass,,ingredient,hub
536,536,sugar,,ingredient,hub
537,537,sugar_substitute,,ingredient,hub
538,538,summer_savory,,ingredient,hub
539,539,swede,,ingredient,hub
540,540,sweet_basil,,ingredient,hub
541,541,sweet_cherry,,ingredient,hub
542,542,sweet_marjoram,,ingredient,hub
543,543,sweet_onion,,ingredient,no_hub
544,544,sweet_potato,,ingredient,hub
545,545,sweetcorn,,ingredient,hub
546,546,sweetened_condensed_milk,,ingredient,no_hub
547,547,swiss_cheese,,ingredient,hub
548,548,swordfish,,ingredient,hub
549,549,syrup,,ingredient,hub
550,550,tabasco_sauce,,ingredient,no_hub
551,551,tamale,,ingredient,hub
552,552,tangerine,,ingredient,hub
553,553,tarragon,,ingredient,hub
554,554,tea,,ingredient,hub
555,555,teff,,ingredient,hub
556,556,thyme,,ingredient,hub
557,557,tofu,,ingredient,hub
558,558,tomato,,ingredient,hub
559,559,tomato_paste,,ingredient,no_hub
560,560,tomato_sauce,,ingredient,no_hub
561,561,tortilla,,ingredient,hub
562,562,tortilla_chip,,ingredient,hub
563,563,tostada,,ingredient,hub
564,564,trail_mix,,ingredient,hub
565,565,truffle,,ingredient,hub
566,566,turbot,,ingredient,hub
567,567,turkey,,ingredient,hub
568,568,turmeric,,ingredient,hub
569,569,turnip,,ingredient,hub
570,570,unsalted_butter,,ingredient,no_hub
571,571,unsweetened_cocoa_powder,,ingredient,no_hub
572,572,vanilla,,ingredient,hub
573,573,vanilla_extract,,ingredient,no_hub
574,574,vanilla_ice_cream,,ingredient,no_hub
575,575,vegetable_broth,,ingredient,no_hub
576,576,vegetable_juice,,ingredient,hub
577,577,vegetable_oil,,ingredient,no_hub
578,578,vegetable_stock,,ingredient,no_hub
579,579,vermouth,,ingredient,hub
580,580,vinegar,,ingredient,hub
581,581,vodka,,ingredient,hub
582,582,waffle,,ingredient,hub
583,583,walleye,,ingredient,hub
584,584,walnut,,ingredient,hub
585,585,warm_water,,ingredient,no_hub
586,586,wasabi,,ingredient,hub
587,587,water,,ingredient,hub
588,588,water_chestnut,,ingredient,hub
589,589,watercress,,ingredient,hub
590,590,wheat,,ingredient,hub
591,591,whey,,ingredient,hub
592,592,whipped_cream,,ingredient,no_hub
593,593,whipping_cream,,ingredient,no_hub
594,594,white_bread,,ingredient,hub
595,595,white_cabbage,,ingredient,hub
596,596,white_onion,,ingredient,no_hub
597,597,white_pepper,,ingredient,hub
598,598,white_sugar,,ingredient,no_hub
599,599,white_vinegar,,ingredient,no_hub
600,600,white_wine,,ingredient,hub
601,601,white_wine_vinegar,,ingredient,no_hub
602,602,whole_milk,,ingredient,no_hub
603,603,whole_wheat_flour,,ingredient,no_hub
604,604,wild_rice,,ingredient,hub
605,605,wine,,ingredient,hub
606,606,winter_savory,,ingredient,hub
607,607,winter_squash,,ingredient,hub
608,608,wonton_wrapper,,ingredient,hub
609,609,worcestershire_sauce,,ingredient,no_hub
610,610,yam,,ingredient,hub
611,611,yellow_bell_pepper,,ingredient,hub
612,612,yellow_onion,,ingredient,no_hub
613,613,yellow_zucchini,,ingredient,hub
614,614,yogurt,,ingredient,hub
615,615,zucchini,,ingredient,no_hub
616,616,3-Methyl-2-oxobutanoic_acid,49.0,food_comp,no_hub
617,617,2-oxobutanoic_acid,58.0,food_comp,no_hub
618,618,4-Methyl-2-oxovaleric_acid,70.0,food_comp,no_hub
619,619,"3,4-Dihydroxybenzoic_Acid",72.0,food_comp,no_hub
620,620,3-Phenylpropanoic_acid,107.0,food_comp,no_hub
621,621,4-hydroxybenzyl_alcohol,125.0,food_comp,no_hub
622,622,4-hydroxybenzaldehyde,126.0,food_comp,no_hub
623,623,4-Hydroxybenzoic_Acid,135.0,food_comp,no_hub
624,624,acetic_acid,176.0,food_comp,no_hub
625,625,acetaldehyde,177.0,food_comp,no_hub
626,626,acetamide,178.0,food_comp,no_hub
627,627,acetoin,179.0,food_comp,no_hub
628,628,acetone,180.0,food_comp,no_hub
629,629,adipic_acid,196.0,food_comp,no_hub
630,630,benzaldehyde,240.0,food_comp,no_hub
631,631,benzoic_acid,243.0,food_comp,no_hub
632,632,benzyl_alcohol,244.0,food_comp,no_hub
633,633,betaine,247.0,food_comp,no_hub
634,634,butyraldehyde,261.0,food_comp,no_hub
635,635,"2,3-butanediol",262.0,food_comp,no_hub
636,636,1-butanol,263.0,food_comp,no_hub
637,637,butyric_acid,264.0,food_comp,no_hub
638,638,formic_acid,284.0,food_comp,no_hub
639,639,Aconitic_Acid,309.0,food_comp,no_hub
640,640,citric_acid,311.0,food_comp,no_hub
641,641,hydrochloric_acid,313.0,food_comp,no_hub
642,642,coumarin,323.0,food_comp,no_hub
643,643,4-isopropylbenzyl_alcohol,325.0,food_comp,no_hub
644,644,4-isopropylbenzaldehyde,326.0,food_comp,no_hub
645,645,2-Methoxy-4-vinylphenol,332.0,food_comp,no_hub
646,646,o-cresol,335.0,food_comp,no_hub
647,647,salicylic_acid,338.0,food_comp,no_hub
648,648,m-cresol,342.0,food_comp,no_hub
649,649,octane,356.0,food_comp,no_hub
650,650,octanoic_acid,379.0,food_comp,no_hub
651,651,hydrogen_sulfide,402.0,food_comp,no_hub
652,652,Octanal,454.0,food_comp,no_hub
653,653,guaiacol,460.0,food_comp,no_hub
654,654,4-Methylthio-2-oxobutanoic_acid,473.0,food_comp,no_hub
655,655,Propionaldehyde,527.0,food_comp,no_hub
656,656,Dl-Alanine,602.0,food_comp,no_hub
657,657,lactic_acid,612.0,food_comp,no_hub
658,658,"2,3-butanedione",650.0,food_comp,no_hub
659,659,dihydrocoumarin,660.0,food_comp,no_hub
660,660,dimethyl_sulfoxide,679.0,food_comp,no_hub
661,661,ethanol,702.0,food_comp,no_hub
662,662,Glutaric_Acid,743.0,food_comp,no_hub
663,663,glycerol,753.0,food_comp,no_hub
664,664,hydrogen_cyanide,768.0,food_comp,no_hub
665,665,hydrogen_peroxide,784.0,food_comp,no_hub
666,666,indole,798.0,food_comp,no_hub
667,667,indole-3-acetic_acid,802.0,food_comp,no_hub
668,668,DL-Tartaric_acid,875.0,food_comp,no_hub
669,669,Dl-Methionine,876.0,food_comp,no_hub
670,670,methanethiol,878.0,food_comp,no_hub
671,671,methylglyoxal,880.0,food_comp,no_hub
672,672,methanol,887.0,food_comp,no_hub
673,673,naphthalene,931.0,food_comp,no_hub
674,674,1-octanol,957.0,food_comp,no_hub
675,675,3-Hydroxypyruvic_acid,964.0,food_comp,no_hub
676,676,palmitic_acid,985.0,food_comp,no_hub
677,677,Dl-Phenylalanine,994.0,food_comp,no_hub
678,678,phenol,996.0,food_comp,no_hub
679,679,phenylacetaldehyde,998.0,food_comp,no_hub
680,680,Phenylacetic_Acid,999.0,food_comp,no_hub
